RecordID,ClassID,UserID,LessonID,LessonAttempt,TotalTime,XML,Q1Data,Q2Data,Q3Data,Q4Data,Q5Data,Q6Data,Q7Data,Q8Data,Q9Data,Q1Duration,Q2Duration,Q3Duration,Q4Duration,WritingTime,Q6Duration,Q7Duration,Q8Duration,Q9Duration,test,WritingTime_original,WritingTime_log,WritingTime_scale
262,informal,informal8_03,lesson2,1,581.648,Lesson2-Flood.xml,Next,Arousal4_Pleasant2,2.0,3.0,we have to consider the balancing of the natural resources. for example we are getting sufficient rains in one part of the country other part of the country is suffering because of drought. our scientist should bring the more connectivity related feasibility studies and implementation programs so it will be more beneficial to the society at large.,5.0,5.0,5.0,5.0,1.328,12.124,19.875,6.187,484.406,9.859,16.781,5.421,8.0,pretest,484.406,6.184985654155537,0.20348656496150044
263,informal,informal8_03,lesson3,1,299.488,Lesson3-Hurricane.xml,Next,Arousal6_Pleasant6,6.0,3.0,Natural disasters has to be informed to the people in advance that the loss of financial as well as emotional things will be reduced. or the forecast will help them to prepare mentally. all the meterological departments has to lend their time and energy to inform all the people through new methods of communications.,5.0,4.0,4.0,4.0,74.484,3.781,7.046,8.843,156.671,7.703,10.734,3.703,7.531,pretest,156.671,5.060510583589904,0.06545301084860722
264,informal,informal8_03,lesson9,1,953.195,Lesson9-Job.xml,Next,Arousal3_Pleasant2,6.0,3.0,"when there is a demand and supply is not balanced then there is a chance of decrease in price and wages of the skilled people. due to more labors available in 1970s all the employers were reduced the wages, this activity stimulated the world trade since 1960. All the MNC companies have decided to free their policies which help them to move the manufacturing to low cost countries. as a revolution in 1980s the technology change helped the companies to reduce the middle lever jobs which resulted in bad condition for the entire economy.",5.0,5.0,5.0,5.0,110.968,4.25,3.25,19.328,688.64,83.171,9.296,3.843,4.187,posttest,688.64,6.53616972230765,0.28950467377103445
265,informal,informal8_03,lesson10,1,623.676,Lesson10-Butterfly.xml,Next,Arousal6_Pleasant6,5.0,3.0,"There are two large winged insects with long antennae. they are butterfly Moth both are having the following common things four stage life cycle and three main body parts. Both the insects are fall into the lepidoptera family. when we touch these two insects we the colors of them will stick into our hands as a dust. both are rest in their wings they are follow the metamorphosis cycle such as Egg, Larva, Pupa this stage is different for each other. and Adult. they normally hidden among leaves or other debris on the ground.",5.0,5.0,5.0,5.0,175.734,8.687,7.171,6.046,399.234,3.046,2.14,1.734,2.25,posttest,399.234,5.9920493760621865,0.16761430880667003
266,informal,informal13_03,lesson2,1,855.116,Lesson2-Flood.xml,Next,Arousal6_Pleasant8,1.0,3.0,"Floods are a natural disaster and occur every where in world. Flood resulting the widespread damage and even death . Floods occurs when rivers are not capable to hold the overflow water. Floods are occurred due to many conditions such as deep snow melts, heavy rain, warmer weather and weak dams and all strong condition for potential flooding. scientists have tried to predict floods but they only recognize the potential for flood in certain condition but they cannot always predict exactly .",5.0,4.0,3.0,5.0,112.343,2.718,3.203,3.5,672.531,3.187,13.593,10.656,6.968,pretest,672.531,6.512534023001992,0.28271997722289466
267,informal,informal13_03,lesson3,1,1303.475,Lesson3-Hurricane.xml,Next,Arousal6_Pleasant9,1.0,3.0,"Hurricane Andrew and Katrina are the two most destructive hurricanes to hit the U.S. 17 feet category 5 Hurricane Andrew nearly hit in 1992 with winds 175 miles per hour and killed 26 people and damaged the property was about 25 million and 12 feet category 3 Hurricane Katrina hit in 2005 with wind 120 miles per hour and killed 1, 800 people and damaged the property about 81 billion . Andrew was stronger than Katrina but Katrina inflicted more destructive and fatalities due to its path through New Orleans.",5.0,3.0,2.0,3.0,59.234,6.578,3.062,2.984,1156.531,2.874,18.703,13.64,15.484,pretest,1156.531,7.054044567459213,0.4865683308947341
268,informal,informal13_03,lesson9,1,1816.817,Lesson9-Job.xml,Next,Arousal6_Pleasant3,1.0,1.0,During 1970 - too many workers for same jobs so they decreased the wages and the production jobs are moved from the U.S. to other countries where wages are low for increase in the profit of the company and give benefits to the consumers. But the high number of unemployment caused so the workers and economy both suffers a loss .,4.0,3.0,4.0,3.0,128.406,31.843,31.968,9.671,1474.344,7.921,44.406,15.906,23.187,posttest,1474.344,7.296646461921267,0.6204229937573547
269,informal,informal13_03,lesson10,1,963.926,Lesson10-Butterfly.xml,Next,Arousal7_Pleasant8,1.0,1.0,"Comparison between similarities and dissimilarities between the butterfly and moth:Similarities - both are insect, three main body parts, both have proboscis, both have colored scales at wings and when touched scales are fell like dust on fingers, same metamorphosis cycle. Dissimilarities - butterflies active at day but moth active at night, different bodies shape, different rest positions, moths are not colorful but butterfly have colorful, butterfly caterpillar hang from tree branch but moth caterpillar hidden among leaves or other debris .",6.0,2.0,2.0,5.0,67.046,8.671,3.546,2.062,803.312,2.765,12.25,10.218,7.734,posttest,803.312,6.689987253604767,0.3378015713170204
270,informal,informal11_04,lesson2,1,73.85,Lesson2-Flood.xml,Next,Arousal7_Pleasant3,6.0,5.0,"A flood is an overflow of water that submerges land which is usually dry. The European Union EU Floods Directive defines a flood as a covering by water of land not normally covered by water. In the sense of flowing water, the word may also be applied to the inflow of the tide. Flooding is extremely dangerous and has the potential to wipe away an entire city, coastline or area, and cause extensive damage to life and property.",5.0,5.0,4.0,5.0,6.843,5.218,1.749,4.531,24.703,4.718,1.453,2.046,1.859,pretest,24.703,3.2466077166060905,0.009871482878844162
271,informal,informal11_04,lesson3,1,215.084,Lesson3-Hurricane.xml,Next,Arousal7_Pleasant7,4.0,5.0,"Harricanes cause more damages considering more life loses because of it. Even after a tropical cyclone is said to be extratropical or dissipated, it can still have tropical storm force, Hurricane season in the Atlantic begins June 1st and ends November 30th. The Eastern Pacific hurricane season begins May 15th and also ends November 30th.",5.0,5.0,4.0,3.0,17.156,9.125,3.015,1.765,148.625,2.203,2.906,2.796,2.171,pretest,148.625,5.0081321638781375,0.06206424255595511
272,informal,informal11_04,lesson9,1,118.677,Lesson9-Job.xml,Next,Arousal8_Pleasant8,6.0,5.0,"The job market is directly related to the unemployment rate. The higher the unemployment rate, the greater the supply of labor in the overall job market. When employers have a larger pool of applicants to choose from, they can be pickier or force down wages. As the unemployment rate drops employers are forced to compete more heavily for available workers, which has the effect of increasing wages.",5.0,5.0,5.0,5.0,6.312,1.765,15.437,3.203,52.64,2.468,1.984,1.765,3.203,posttest,52.64,3.9822950584134778,0.02163782886341065
273,informal,informal11_04,lesson10,1,101.113,Lesson10-Butterfly.xml,Next,Arousal8_Pleasant9,6.0,5.0,"Moths and butterflies both belong to the order Lepidoptera, but there are numerous physical and behavioral differences between the two insect types. Physical differences abound. Butterfly antennae are thin with club-shaped tips, compared with the feathery or comb-like antennae of moths. Moths are stout and fuzzy; butterflies are slender and smooth.",5.0,5.0,2.0,4.0,3.187,2.39,16.921,7.593,35.39,3.062,1.671,1.968,1.562,posttest,35.39,3.5942940116240685,0.014372572456718023
274,informal,informal14_03,lesson2,1,2671.834,Lesson2-Flood.xml,Next,Arousal5_Pleasant1,1.0,2.0,Most common natural disaster after fire is flood. Flood occurs almost every part of the world. Main cause of flood is due to human error and also snow melt. When rivers are full capacity of water then due to heavy rain flood occured. Scientists cant exactly say when flood will occur.,5.0,6.0,5.0,5.0,22.046,4.687,7.421,5.031,508.46212849162015,26.453,4.062,15.671,7.078,pretest,2476.813,6.233355519167278,0.21361838766549837
275,informal,informal14_03,lesson3,1,1137.024,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant1,1.0,1.0,In recent years 2 most destructive hurricanes hit the united states are Andrew in 1992 and Katrina in 2005. Both hurricanes massive damaged to the south east of united states. Hurrycane andrew was a category 5 hurricane and estimated property damage was 25 billion. Hurricane katrina was a category 3 with winds of 120 miles. More than 1800 people died and damage was about to 81 billion. According to hurricane strength andrew was stronger than katrina.,6.0,5.0,2.0,1.0,225.64,5.609,13.281,19.5,712.0,7.703,22.093,5.625,12.609,pretest,712.0,6.569481420414296,0.29934330505569184
278,informal,informal3_05,lesson2,1,483.927,Lesson2-Flood.xml,Next,Arousal3_Pleasant3,2.0,2.0,"Reasons behind floods.Floods are very common in every continents and a high disastrous event. There are no exact measures that can predict the flood before its occurrence. There are many reasons for flooding like heavy rain, sudden warmer weather, deep snow melt and also due to human errors. A rapid change in the atmosphere actually causes all these to happen. The scientists only have a vague picture on when and where these floods may occur, which may be more helpful if improved.",4.0,4.0,1.0,4.0,85.109,3.609,2.703,4.421,322.515,4.125,12.953,10.39,11.531,pretest,322.515,5.779245480717623,0.13530223887826123
279,informal,informal3_05,lesson3,1,824.101,Lesson3-Hurricane.xml,Next,Arousal4_Pleasant1,3.0,2.0,"Hurricanes: Andrew and KatrinaAndrew and Katrina are the most destructive and powerful hurricanes that United states have to face in the recent years. Andrew in 1992 was a category 5 hurricane and it caused 25 billion worth damages and 26 people were killed. Even though Katrina in 2005 was a category 3 hurricane was not so much powerful as Andrew, it killed 1, 800 people and caused 81 billion worth damages. The storm surge and speed of Katrina was 12 feet and 120 MPH respectively while Andrew came with a 17 feet storm surge and at 175 MPH.",5.0,2.0,1.0,4.0,698.656,17.687,4.734,4.234,11.921,4.031,10.812,21.125,21.437,pretest,11.921,2.558853894740083,0.004488033175056036
280,informal,informal3_05,lesson9,1,919.927,Lesson9-Job.xml,Next,Arousal4_Pleasant4,1.0,1.0,"Machines replace laborsIn 1970s, there were more workers than the jobs available which resulted in decreased wages. This is fairly a continuation of the explosive growth in world trade since 1960. The production jobs have been moved from US to other countries where wages are low when manufacturing technologies become more mobile. When a machine is introduced into production, a skilled worker looses his job and it caused unskilled workers to work for decreased wages.",5.0,3.0,4.0,4.0,179.25,9.328,6.64,3.093,577.812,3.812,37.89,21.343,50.281,posttest,577.812,6.360977727092516,0.24282677017445878
281,informal,informal3_05,lesson10,1,1272.513,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant5,2.0,1.0,"Similarities and dissimilarities between Butterfly and Moth. The insects Butterfly and Moth have several similarities and dissimilarities also. The similarities are, both are in the same group called lepidoptera that can fly and both have large wings and two long antennae. Both are having three main body parts - a head, thorax, and abdomen. The dissimilarities are that the butterflies are diurnal while moths are only active at night. Butterflies have thick knobs on the ends of their antennae, while moth doesn't. Butterflies' wings are colorful while moths have comparatively less brighter wings.",4.0,5.0,4.0,4.0,91.687,11.375,16.312,6.515,888.896,7.875,26.5,16.109,178.875,posttest,888.896,6.791104601965649,0.3738473512770425
282,informal,informal12_05,lesson2,1,456.316,Lesson2-Flood.xml,Next,Arousal6_Pleasant6,1.0,2.0,"FloodsThere are many natural disasters causes in our world. Flood is one of the major cause and it damage the property and even the life of the people. Flood raises because of melting ice, weak dam, heavy rain and so on. Most of the floods is occur due to heavy rain and the sudden changes of the weather condition by heavy rain and melting of ice. It is very difficult to control the flood, but it is possible to take precaution steps to get over from the floods.",5.0,4.0,5.0,5.0,79.265,5.359,10.343,6.671,215.812,5.531,29.593,28.546,54.375,pretest,215.812,5.379030618587211,0.09036167920502511
